dist_cnt_y1,dist_cnt_y2,dist_cnt_y3,dist_cnt,flt_nature_cnt_y1,flt_nature_cnt_y2,flt_nature_cnt_y3,flt_natrue_cnt
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
12934,12934,25934,9060.4,1,1,2,0.7
0,0,23902,2390.2000000000003,0,0,4,0.4
13000,13000,38934,10393.4,1,1,3,0.8
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
27617,27617,27617,16570.2,3,3,3,1.7999999999999998
0,0,0,0.0,0,0,0,0.0
0,0,27961,2796.1000000000004,0,0,3,0.30000000000000004
0,0,21675,2167.5,0,0,2,0.2
0,0,25934,2593.4,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,37170,3717.0,0,0,5,0.5
0,0,0,0.0,0,0,0,0.0
43221,43221,93956,31006.1,5,5,9,3.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,13948,1394.8000000000002,0,0,2,0.2
6038,6038,6038,3622.7999999999997,2,2,2,1.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,29759,2975.9,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
780,780,1541,544.1,1,1,2,0.7
0,0,25934,2593.4,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
2368,2368,28361,4020.1000000000004,2,2,6,1.6
33714,33714,33714,20228.399999999998,4,4,4,2.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,30444,3044.4,0,0,4,0.4
0,0,32483,3248.3,0,0,3,0.30000000000000004
0,0,66346,6634.6,0,0,5,0.5
0,0,66346,6634.6,0,0,5,0.5
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
21675,21675,21675,13005.0,2,2,2,1.2
13816,13816,27691,9677.1,2,2,4,1.4
0,0,0,0.0,0,0,0,0.0
0,0,31583,3158.3,0,0,4,0.4
0,0,28705,2870.5,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
52802,52802,130918,39492.799999999996,4,4,10,3.0
0,0,0,0.0,0,0,0,0.0
0,0,28890,2889.0,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
25934,25934,78890,20856.0,2,2,6,1.6
11433,11433,11433,6859.8,2,2,2,1.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
29455,29455,29455,17673.0,4,4,4,2.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,17079,1707.9,0,0,2,0.2
34956,34956,34956,20973.6,5,5,5,3.0
0,0,0,0.0,0,0,0,0.0
0,0,21675,2167.5,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,27713,2771.3,0,0,4,0.4
14518,14518,14518,8710.8,3,3,3,1.7999999999999998
0,0,29256,2925.6000000000004,0,0,4,0.4
761,761,1455,526.0,1,1,2,0.7
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
21997,21997,21997,13198.199999999999,4,4,4,2.4
0,0,28774,2877.4,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,21675,2167.5,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
13390,13390,40885,10783.5,1,1,5,1.0
0,0,15218,1521.8000000000002,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,65084,6508.400000000001,0,0,6,0.6000000000000001
29761,29761,29761,17856.6,4,4,4,2.4
0,0,0,0.0,0,0,0,0.0
26478,26478,78890,21128.0,2,2,6,1.6
1541,1541,1541,924.5999999999999,2,2,2,1.2
0,0,0,0.0,0,0,0,0.0
21675,21675,21675,13005.0,2,2,2,1.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,29072,2907.2000000000003,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,43321,4332.1,0,0,4,0.4
22983,22983,47274,16218.9,3,3,7,2.1999999999999997
0,0,0,0.0,0,0,0,0.0
0,0,21675,2167.5,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
16905,16905,16905,10143.0,3,3,3,1.7999999999999998
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
14757,14757,29455,10324.0,2,2,4,1.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,34503,3450.3,0,0,4,0.4
25934,25934,25934,15560.4,2,2,2,1.2
22303,22303,44672,15618.699999999999,2,2,4,1.4
0,0,0,0.0,0,0,0,0.0
0,0,13088,1308.8000000000002,0,0,1,0.1
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
13390,13390,26478,9342.8,1,1,2,0.7
12499,12499,42199,10469.4,3,3,7,2.1999999999999997
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
21675,21675,54217,16259.2,2,2,5,1.5
0,0,0,0.0,0,0,0,0.0
0,0,23675,2367.5,0,0,4,0.4
0,0,52956,5295.6,0,0,4,0.4
0,0,52956,5295.6,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
25934,25934,25934,15560.4,2,2,2,1.2
0,0,0,0.0,0,0,0,0.0
10808,10808,21675,7571.5,1,1,2,0.7
0,0,27869,2786.9,0,0,4,0.4
0,0,16096,1609.6000000000001,0,0,2,0.2
0,0,26478,2647.8,0,0,2,0.2
28781,28781,36077,17998.199999999997,5,5,10,3.5
0,0,25319,2531.9,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
27112,27112,27112,16267.199999999999,3,3,3,1.7999999999999998
0,0,54723,5472.3,0,0,7,0.7000000000000001
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,12791,1279.1000000000001,0,0,2,0.2
10808,10808,21675,7571.5,1,1,2,0.7
0,0,0,0.0,0,0,0,0.0
1544,1544,28680,3640.0000000000005,1,1,6,1.1
0,0,0,0.0,0,0,0,0.0
1000,1000,1000,600.0,1,1,1,0.6
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
21675,21675,21675,13005.0,2,2,2,1.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,27445,2744.5,0,0,6,0.6000000000000001
29455,29455,29455,17673.0,4,4,4,2.4
0,0,0,0.0,0,0,0,0.0
0,0,24674,2467.4,0,0,4,0.4
22303,22303,44672,15618.699999999999,2,2,4,1.4
10808,10808,21675,7571.5,1,1,2,0.7
11341,11341,44649,10135.4,2,2,7,1.7
0,0,12675,1267.5,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,21675,2167.5,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
54873,54873,78140,35250.49999999999,12,12,15,7.499999999999999
54873,54873,78140,35250.49999999999,12,12,15,7.499999999999999
54873,54873,78140,35250.49999999999,12,12,15,7.499999999999999
10808,10808,10808,6484.8,1,1,1,0.6
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,28767,2876.7000000000003,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
31859,31859,31859,19115.399999999998,7,7,7,4.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,26478,2647.8,0,0,2,0.2
0,0,21675,2167.5,0,0,2,0.2
14757,14757,14757,8854.199999999999,2,2,2,1.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,29256,2925.6000000000004,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
31869,31869,31869,19121.399999999998,4,4,4,2.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,25934,2593.4,0,0,2,0.2
4821,4821,18057,4216.2,1,1,3,0.8
25934,25934,53105,18277.5,2,2,5,1.5
0,0,28705,2870.5,0,0,4,0.4
0,0,11918,1191.8,0,0,2,0.2
0,0,52956,5295.6,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,12291,1229.1000000000001,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
32117,32117,32117,19270.2,6,6,6,3.5999999999999996
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
27713,27713,27713,16627.8,4,4,4,2.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,21675,2167.5,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
25934,25934,25934,15560.4,2,2,2,1.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,13088,1308.8000000000002,0,0,1,0.1
0,0,0,0.0,0,0,0,0.0
25934,25934,28161,15783.1,2,2,4,1.4
23431,23431,23431,14058.6,4,4,4,2.4
0,0,34105,3410.5,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,12663,1266.3000000000002,0,0,2,0.2
0,0,29302,2930.2000000000003,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,26478,2647.8,0,0,2,0.2
38934,38934,38934,23360.399999999998,3,3,3,1.7999999999999998
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
11501,11501,11501,6900.599999999999,2,2,2,1.2
3019,3019,30888,4598.3,1,1,5,1.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,13673,1367.3000000000002,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
0,0,28432,2843.2000000000003,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
21675,21675,21675,13005.0,2,2,2,1.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,26478,2647.8,0,0,2,0.2
13000,13000,39478,10447.8,1,1,3,0.8
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
25284,25284,52964,17938.4,4,4,7,2.7
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
51868,51868,56779,31611.899999999998,4,4,9,2.9
0,0,0,0.0,0,0,0,0.0
18041,18041,35827,12603.2,2,2,4,1.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,55388,5538.8,0,0,6,0.6000000000000001
0,0,0,0.0,0,0,0,0.0
0,0,26478,2647.8,0,0,2,0.2
1343,1343,1343,805.8,1,1,1,0.6
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
25934,25934,25934,15560.4,2,2,2,1.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
24475,24475,24475,14685.0,4,4,4,2.4
0,0,20357,2035.7,0,0,3,0.30000000000000004
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,21675,2167.5,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
25565,25565,51057,17888.2,3,3,6,2.0999999999999996
0,0,0,0.0,0,0,0,0.0
24403,24403,61303,18331.8,4,4,10,3.0
0,0,27869,2786.9,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,14982,1498.2,0,0,2,0.2
0,0,30122,3012.2000000000003,0,0,4,0.4
0,0,23501,2350.1,0,0,3,0.30000000000000004
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,21675,2167.5,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
25934,25934,25934,15560.4,2,2,2,1.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,34307,3430.7000000000003,0,0,5,0.5
0,0,133299,13329.900000000001,0,0,24,2.4000000000000004
0,0,133299,13329.900000000001,0,0,24,2.4000000000000004
0,0,29070,2907.0,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
27834,27834,27834,16700.399999999998,4,4,4,2.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,11918,1191.8,0,0,2,0.2
0,0,29759,2975.9,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,24824,2482.4,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,52868,5286.8,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,19420,1942.0,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
24291,24291,24291,14574.6,4,4,4,2.4
0,0,0,0.0,0,0,0,0.0
0,0,27619,2761.9,0,0,3,0.30000000000000004
0,0,0,0.0,0,0,0,0.0
12570,12570,12570,7542.0,2,2,2,1.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
52412,52412,169934,43199.399999999994,4,4,13,3.3
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,42391,4239.1,0,0,5,0.5
0,0,0,0.0,0,0,0,0.0
0,0,31165,3116.5,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,54426,5442.6,0,0,6,0.6000000000000001
0,0,14976,1497.6000000000001,0,0,2,0.2
0,0,34562,3456.2000000000003,0,0,4,0.4
76037,76037,110014,49019.899999999994,17,17,22,10.7
0,0,0,0.0,0,0,0,0.0
0,0,58930,5893.0,0,0,9,0.9
6038,6038,6038,3622.7999999999997,2,2,2,1.2
0,0,0,0.0,0,0,0,0.0
27222,27222,27222,16333.199999999999,4,4,4,2.4
27222,27222,27222,16333.199999999999,4,4,4,2.4
0,0,24979,2497.9,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
24343,24343,24343,14605.8,4,4,4,2.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
3001,3001,17619,3262.4,1,1,3,0.8
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,26478,2647.8,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
27713,27713,55426,19399.1,4,4,8,2.8
27713,27713,55426,19399.1,4,4,8,2.8
0,0,0,0.0,0,0,0,0.0
0,0,25934,2593.4,0,0,2,0.2
22093,22093,49962,16042.699999999999,3,3,7,2.1999999999999997
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
37313,37313,74013,26057.8,17,17,33,11.799999999999999
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,12938,1293.8000000000002,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
6460,6460,6460,3876.0,1,1,1,0.6
0,0,0,0.0,0,0,0,0.0
0,0,28994,2899.4,0,0,4,0.4
12850,12850,12850,7710.0,2,2,2,1.2
0,0,0,0.0,0,0,0,0.0
26770,26770,53540,18739.0,4,4,8,2.8
21675,21675,21675,13005.0,2,2,2,1.2
0,0,0,0.0,0,0,0,0.0
0,0,14198,1419.8000000000002,0,0,2,0.2
0,0,24198,2419.8,0,0,2,0.2
0,0,56639,5663.900000000001,0,0,8,0.8
0,0,28779,2877.9,0,0,4,0.4
31764,31764,116676,27549.6,8,8,29,6.9
31764,31764,116676,27549.6,8,8,29,6.9
0,0,0,0.0,0,0,0,0.0
1494,1494,1494,896.4,1,1,1,0.6
0,0,0,0.0,0,0,0,0.0
0,0,58756,5875.6,0,0,8,0.8
0,0,26478,2647.8,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
0,0,30134,3013.4,0,0,4,0.4
0,0,27834,2783.4,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,27147,2714.7000000000003,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,34503,3450.3,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,14198,1419.8000000000002,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
0,0,23593,2359.3,0,0,4,0.4
0,0,54916,5491.6,0,0,6,0.6000000000000001
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
3890,3890,3890,2334.0,1,1,1,0.6
0,0,0,0.0,0,0,0,0.0
0,0,28685,2868.5,0,0,4,0.4
0,0,27713,2771.3,0,0,4,0.4
12934,12934,12934,7760.4,1,1,1,0.6
0,0,0,0.0,0,0,0,0.0
0,0,16052,1605.2,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
0,0,27365,2736.5,0,0,4,0.4
0,0,33882,3388.2000000000003,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
14000,14000,14000,8400.0,2,2,2,1.2
0,0,0,0.0,0,0,0,0.0
27934,27934,27934,16760.399999999998,4,4,4,2.4
27934,27934,27934,16760.399999999998,4,4,4,2.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
10867,10867,26692,8102.7,1,1,5,1.0
27713,27713,27713,16627.8,4,4,4,2.4
0,0,0,0.0,0,0,0,0.0
0,0,39407,3940.7000000000003,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,29289,2928.9,0,0,3,0.30000000000000004
0,0,0,0.0,0,0,0,0.0
0,0,26015,2601.5,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
31543,31543,149819,30753.4,5,5,21,4.6
0,0,29759,2975.9,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
30794,30794,30794,18476.399999999998,4,4,4,2.4
0,0,52956,5295.6,0,0,4,0.4
0,0,52956,5295.6,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
30529,30529,30529,18317.399999999998,4,4,4,2.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,25380,2538.0,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,47804,4780.400000000001,0,0,8,0.8
0,0,0,0.0,0,0,0,0.0
0,0,15218,1521.8000000000002,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
11140,11140,22514,7821.4,2,2,5,1.5
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
13000,13000,38934,10393.4,1,1,3,0.8
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
20314,20314,56367,15793.7,9,9,33,7.8
0,0,28632,2863.2000000000003,0,0,4,0.4
10867,10867,21675,7601.0,1,1,2,0.7
0,0,0,0.0,0,0,0,0.0
25934,25934,25934,15560.4,2,2,2,1.2
2356,2356,14363,2614.3,2,2,4,1.4
0,0,25331,2533.1000000000004,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
17043,17043,34020,11923.5,2,2,4,1.4
0,0,0,0.0,0,0,0,0.0
26478,26478,66044,19843.4,2,2,5,1.5
0,0,0,0.0,0,0,0,0.0
0,0,23955,2395.5,0,0,2,0.2
13390,13390,78802,14575.2,1,1,6,1.1
13390,13390,78802,14575.2,1,1,6,1.1
23711,23711,23711,14226.6,4,4,4,2.4
11254,11254,40335,9660.5,3,3,9,2.4
0,0,13088,1308.8000000000002,0,0,1,0.1
0,0,34562,3456.2000000000003,0,0,4,0.4
0,0,23902,2390.2000000000003,0,0,4,0.4
51456,51456,55115,31239.5,9,9,11,5.6
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,12938,1293.8000000000002,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
0,0,29477,2947.7000000000003,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,26478,2647.8,0,0,2,0.2
0,0,29008,2900.8,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
12934,12934,12934,7760.4,1,1,1,0.6
0,0,0,0.0,0,0,0,0.0
21675,21675,45651,15402.6,2,2,6,1.6
0,0,0,0.0,0,0,0,0.0
0,0,28767,2876.7000000000003,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
39999,39999,55753,25574.8,6,6,11,4.1
65149,65149,187170,51291.5,33,33,94,25.900000000000002
0,0,6929,692.9000000000001,0,0,3,0.30000000000000004
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
27934,27934,27934,16760.399999999998,4,4,4,2.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
24387,24387,48358,17029.3,4,4,8,2.8
28922,28922,30302,17491.2,4,4,5,2.5
0,0,13088,1308.8000000000002,0,0,1,0.1
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,14505,1450.5,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
11226,11226,11226,6735.599999999999,2,2,2,1.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
25934,25934,25934,15560.4,2,2,2,1.2
0,0,0,0.0,0,0,0,0.0
0,0,23902,2390.2000000000003,0,0,4,0.4
16019,16019,16019,9611.4,2,2,2,1.2
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,28767,2876.7000000000003,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,23785,2378.5,0,0,4,0.4
0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0
0,0,26478,2647.8,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
39714,39714,117756,31632.6,3,3,10,2.5
0,0,18794,1879.4,0,0,2,0.2
0,0,18794,1879.4,0,0,2,0.2
0,0,0,0.0,0,0,0,0.0
13346,13346,27210,9394.0,2,2,4,1.4
12175,12175,24269,8514.4,2,2,4,1.4
0,0,0,0.0,0,0,0,0.0
